q560,appreciate people who wait on me,,,,,,,,,,,,,,5.0,,,,,,,,,4.0,,,,,,,,,,5.0,5.0,,,,,,,,4.0,,,,5.0,,5.0,5.0,3.0,,,,,,,,,,,,,,5.0,,,,,,,5.0,,5.0,,,,,,,,,,,4.0,,,4.0,,,4.0,,,,,,,,,,4.0,,,,4.0,,,,,5.0,,,,,,,,,,,4.0,,,,,,4.0,4.0,,,4.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,
q561,appreciate the viewpoints of others,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,5.0,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,5.0,,,,,4.0,,,,,,,4.0,,,,,,,,,3.0,,4.0,4.0,,,,,,,,,,,,4.0,4.0,,,,4.0,,,,,,,4.0,,4.0,4.0,,,,,,,,3.0,4.0,,4.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,
q562,approach others in a positive manner,,,,,,4.0,2.0,,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,4.0,,,,5.0,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,4.0,4.0,,,4.0,,,,,,,,,,,,,,,,,5.0,,,4.0,,4.0,,,4.0,4.0,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,5.0
q566,ask questions that nobody else does,,,,,,,,4.0,2.0,,,,,,,,,,,,,3.0,2.0,,3.0,,,,,,,,5.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,2.0,,,,,,3.0,3.0,,,,,3.0,,,,,,,,,2.0,,3.0,,,,,,,2.0,,5.0,2.0,,,,,,,,,5.0,4.0,,,4.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,5.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,
q571,ate candy,,,,,,,,5.0,2.0,,,,,,,,,,,,,4.0,4.0,,5.0,,,,,,,,5.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,5.0,,,,,,4.0,4.0,,,,,3.0,,,,,,,,,5.0,,4.0,,,,,,,4.0,,5.0,4.0,,,,,,,,,5.0,4.0,,,2.0,,,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,4.0,,,5.0,,,,,,,,,,,,,,,,
q572,ate dinner alone,,,,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,,,,4.0,,,,,4.0,,,,,,,4.0,,,,,,4.0,,,4.0,,,,,,,,2.0,,,4.0,4.0,,,,,,,,,,3.0,4.0,,,,,,,,,4.0,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,2.0,,,,,,5.0,4.0,,,,,,,,5.0,,,3.0,,
q573,ate food while walking or working,,,,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,4.0,,,,,,4.0,,,,,,,4.0,,,,3.0,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,4.0,2.0,4.0,,,,,,,,,,,,5.0,4.0,,,4.0,5.0,,,2.0,,5.0,,,4.0,,,,,,,,,,,,,,,,,
q574,ate in a restaurant,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,5.0,,,,,5.0,,,,,5.0,,,,,,,4.0,,5.0,5.0,,,,,4.0,4.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,5.0,,,4.0,,,,,,,,5.0,,5.0,,,,,5.0,5.0,5.0,,,,,,,,,
q575,ate or drank while driving,,1.0,,1.0,,1.0,,,,1.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,4.0,,,,,1.0,1.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,3.0,
q576,ate too much,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,1.0,,4.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,,4.0,,5.0,2.0,,,,,,,,,,,,2.0,1.0,,,,4.0,,,,,,,1.0,,4.0,2.0,,,,,,,,4.0,3.0,,5.0,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,
q577,attended a ballet performance,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,5.0,2.0,,2.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,2.0,,,,,,,,,4.0,,5.0,2.0,,,,,,,,,,,,1.0,1.0,,,,3.0,,,,,,,5.0,,4.0,1.0,,,,,,,,5.0,2.0,,4.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,
q578,attended a church or religious service,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,2.0,5.0,,4.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,5.0,,,,,,,,,5.0,,5.0,4.0,,,,,,,,,,,,2.0,1.0,,,,3.0,,,,,,,4.0,,5.0,1.0,,,,,,,,4.0,4.0,,4.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,
q579,attended a formal dance,,4.0,,4.0,,5.0,,,,5.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,,,5.0,4.0,,,,5.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,,,,,,4.0,
q580,attended a public lecture,,,,,,,,,,,,,4.0,,,,,,,,,,,,,2.0,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,4.0,,,,,,,4.0,,,,4.0,,,,,,,,,,4.0,,,,,,,2.0,,,,,,,5.0,4.0,3.0,,,,,,,,,,,,3.0,4.0,,,2.0,5.0,,,2.0,,4.0,,,4.0,,,,,,,,,,,,,,,,,
q581,attended a rally or demonstration,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,4.0,,,3.0,,,,,,,,,4.0,,3.0,,3.0,,,,,3.0,,,
q582,attended a stage play or musical,,4.0,,4.0,,1.0,,,,5.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,5.0,2.0,,,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,,,,,,,,,3.0,
q583,attended a town meeting,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,2.0,,,,4.0,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,3.0,,,2.0,,,3.0,,,,,,,,,,1.0,,,,4.0,,,,,2.0,,,,,,,,,,,1.0,,,,,,2.0,1.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,
q584,attended an athletic event,,,,,,,,4.0,5.0,,,,,,,,,,,,,5.0,4.0,,5.0,,,,,,,,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,4.0,4.0,,,,,5.0,,,,,,,,,5.0,,4.0,,,,,,,5.0,,1.0,5.0,,,,,,,,,5.0,5.0,,,4.0,,,,,,,,4.0,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,5.0,,,1.0,,,,,,,,,,,,,,,,
q585,attended an opera or a concert,,,,,,,,2.0,4.0,,,,,,,,,,,,,2.0,4.0,,4.0,,,,,,,,4.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,,4.0,4.0,,,,,1.0,,,,,,,,,4.0,,5.0,,,,,,,4.0,,2.0,4.0,,,,,,,,,5.0,5.0,,,4.0,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,4.0,,,5.0,,,,,,,,,,,,,,,,
q586,attract attention from the opposite sex,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,4.0,,,,,2.0,,,,,4.0,,,,,,,4.0,,4.0,5.0,,,,,4.0,3.0,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,3.0,,,5.0,,,,,,,,4.0,,5.0,,,,,3.0,2.0,5.0,,,,,,,,,
q587,automatically take charge,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,2.0,,,,,,,5.0,,,,4.0,,,,,,,,,,4.0,,,,,,,2.0,,,,,,,2.0,4.0,5.0,,,,,,,,,,,,2.0,2.0,,,4.0,4.0,,,2.0,,5.0,,,3.0,,,,,,,,,,,,,,,,,
q588,avoid activities that are physically dangerous,,,,,,2.0,2.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,4.0,,,,4.0,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,2.0,2.0,,,3.0,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,2.0,2.0,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,5.0
q592,avoid company,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,4.0,,,,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,4.0,4.0,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,3.0,,,2.0,,,,,,,,,2.0,,3.0,,2.0,,,,,2.0,,,
q593,avoid contacts with others,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,4.0,,,,,2.0,,,,,,,3.0,,,,,,,,,2.0,,1.0,4.0,,,,,,,,,,,,4.0,1.0,,,,2.0,,,,,,,2.0,,1.0,1.0,,,,,,,,3.0,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
q594,avoid crowds,,,,,,,,,,,,,,,,,2.0,,,,4.0,,,5.0,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,,,,4.0,,,,,,,4.0,,,,,,,,,,,4.0,3.0,4.0,,,,,4.0,1.0,,2.0,,,4.0,,,,4.0,,,,3.0,,,,,,,,,,,,,4.0,,,3.0,,,
q595,avoid dangerous situations,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,2.0,,,,,,,,,,,,4.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,,,,4.0,,,3.0,,,,,,,,,4.0,,4.0,,2.0,,,,,4.0,,,
q597,avoid dealing with awkward situations,,4.0,,4.0,,3.0,,,,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,,,,4.0,,,,,4.0,3.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,,,,,,,2.0,
q598,avoid dealing with uncomfortable emotions,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,4.0,2.0,,,,,,,,3.0,,,,2.0,,4.0,4.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,3.0,,4.0,,,,,,,,,,,3.0,,,2.0,,,2.0,,,,,,,,,,1.0,,,,3.0,,,,,5.0,,,,,,,,,,,3.0,,,,,,4.0,2.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,2.0,
q600,avoid difficult reading material,,,3.0,,,2.0,,,,,,,,,,,,2.0,1.0,,4.0,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,2.0,4.0,2.0,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,3.0,,,,,,2.0,4.0,,,,2.0,,,1.0,
q604,avoid imposing my will on others,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,2.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,4.0,,,,,,,,,,,,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,,,,4.0,,,4.0,,,,,,,,,2.0,,4.0,,4.0,,,,,4.0,,,
q606,avoid mistakes,,,,,,1.0,2.0,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,4.0,,,,2.0,,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,3.0,3.0,,,4.0,,,,,,,,,,,,,,,,,3.0,,,4.0,,4.0,,,4.0,4.0,,,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0
q607,avoid philosophical discussions,,,2.0,,,,,,,,3.0,2.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,2.0,1.0,,1.0,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,1.0,,,,,,2.0,,,4.0,,,,,,,,,,,,2.0,,,,2.0,,,,,3.0,,,,,,,
q608,avoid responsibilities,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,4.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,2.0,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,2.0,2.0,,,,4.0,,,,,,,3.0,,4.0,2.0,,,,,,,,3.0,4.0,,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
q613,awaken with a sense of excitement about the days possibilities,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,4.0,4.0,,,,,3.0,,,,,3.0,,,,,,,4.0,,4.0,4.0,,,,,4.0,4.0,,,,,,,,,,,,4.0,,,,,3.0,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,,,,,5.0,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,3.0,,4.0,,,,,3.0,2.0,5.0,,,,,,,,,
q614,back out at the last moment,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,3.0,2.0,,,,,1.0,,,,,2.0,,,,,,,2.0,,1.0,2.0,,,,,4.0,2.0,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,1.0,,2.0,,,,,2.0,2.0,4.0,,,,,,,,,
q616,barge in on conversations,,,,,,4.0,4.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,4.0,2.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,2.0,,3.0,,,4.0,3.0,,,,,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0
q618,bathed or groomed a pet animal,,,,,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,4.0,,,,,,,4.0,,,,5.0,,,,,,,,,,4.0,,,,,,,2.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,1.0,3.0,,,2.0,5.0,,,2.0,,2.0,,,4.0,,,,,,,,,,,,,,,,,
q619,be a bounty hunter,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,
q620,be a chemist,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,4.0,,1.0,2.0,,,,,,,,2.0,4.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
q621,be a counselor or therapist,,,,,,,,,,,,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,3.0,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,4.0,,,,,,,,4.0,,,2.0,2.0,,,,,,,,,,3.0,3.0,,,,,,,,,5.0,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,4.0,,,,,,5.0,1.0,,,,,,,,3.0,,,2.0,,
q622,be a doctor or nurse,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,3.0,,,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,3.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,3.0,,,,,,4.0,1.0,,,,,,,,1.0,,,2.0,,
q623,be a farmer,,,1.0,,,2.0,,,,,,,,,,,,3.0,1.0,,1.0,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,1.0,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,2.0,4.0,,,,1.0,,,1.0,
q624,be a foreign correspondent,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,3.0,4.0,,,,,1.0,,,,,2.0,,,,,,,2.0,,4.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,2.0,,1.0,,,,,2.0,2.0,3.0,,,,,,,,,
q625,be a forest ranger,,,1.0,,,1.0,,,,,,,,,,,,3.0,4.0,,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,1.0,,,,,,2.0,2.0,,,,4.0,,,2.0,
q626,be a librarian,,,1.0,,,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,4.0,1.0,,3.0,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,
q627,be a long-distance bicycle rider,,,2.0,,,2.0,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,2.0,1.0,4.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,1.0,,,,,,3.0,3.0,,,,4.0,,,1.0,
q628,be a mathematician,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,2.0,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,4.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,2.0,5.0,3.0,,,,,5.0,1.0,,1.0,,,5.0,,,,2.0,,,,2.0,,,,,,,,,,,,,2.0,,,2.0,,,
q629,be a military officer,,,,,,3.0,2.0,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,4.0,2.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0
q631,be a physical therapist,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,5.0,,,,,,2.0,,,2.0,,,,,,,,,2.0,,2.0,,2.0,,,,,3.0,,,
q632,be a physicist,,1.0,,1.0,,2.0,,,,1.0,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,1.0,
q633,be a police officer,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,4.0,,1.0,3.0,,,,,,,,2.0,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
q634,be a professional athlete,,,1.0,,,3.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,2.0,3.0,3.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,2.0,,,2.0,
q635,be a professional dancer,,,3.0,,,1.0,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,1.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,2.0,1.0,,,,2.0,,,2.0,
q636,be a professor of english,,,,,,,,4.0,1.0,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,2.0,3.0,,,,,1.0,,,,,,,,,2.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
q637,be a purchasing agent,,,,,,,,,,,,,,,,,2.0,,,,3.0,,,3.0,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,3.0,3.0,3.0,,,,,1.0,3.0,,4.0,,,3.0,,,,2.0,,,,3.0,,,,,,,,,,,,,3.0,,,3.0,,,
q638,be a racing car driver,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,3.0,,,,,4.0,,,,,,,2.0,,1.0,1.0,,,,,2.0,4.0,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,5.0,,,1.0,,,,,,,,2.0,,1.0,,,,,1.0,2.0,2.0,,,,,,,,,
q639,be a sales or marketing director,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,4.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,4.0,,,,,,,4.0,,,,4.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,1.0,2.0,3.0,,,,,,,,,,,,4.0,2.0,,,4.0,4.0,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,
q640,be a scientific reporter,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,2.0,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,3.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,2.0,4.0,2.0,,,,,5.0,5.0,,1.0,,,5.0,,,,4.0,,,,2.0,,,,,,,,,,,,,2.0,,,2.0,,,
