question-id,full_item,Field 2,Field 3,Field 4,Field 5,Field 6,Field 7,Field 8,Field 9,Field 10,Field 11,Field 12,Field 13,Field 14,Field 15,Field 16,Field 17,Field 18,Field 19,Field 20,Field 21,Field 22,Field 23,Field 24,Field 25,Field 26,Field 27,Field 28,Field 29,Field 30,Field 31,Field 32,Field 33,Field 34,Field 35,Field 36,Field 37,Field 38,Field 39,Field 40,Field 41,Field 42,Field 43,Field 44,Field 45,Field 46,Field 47,Field 48,Field 49,Field 50,Field 51,Field 52,Field 53,Field 54,Field 55,Field 56,Field 57,Field 58,Field 59,Field 60,Field 61
F6,I resist authority,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0
F8,I use swear words,3.0,3.0,4.0,1.0,4.0,3.0,2.0,4.0,5.0,1.0,2.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0,4.0,1.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0,1.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0
F10,I know how to get around the rules,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,1.0,2.0,1.0,1.0,4.0
G1,I feel comfortable around people,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0
G2,I talk to a lot of different people at parties,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0
G3,I don't mind being the center of attention,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0
G4,I make friends easily,3.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0
G5,I start conversations,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0
G6,I find it difficult to approach others,4.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0
G7,I often feel uncomfortable around others,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,5.0,2.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0
G8,I have little to say,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0
G10,I keep in the background,4.0,3.0,5.0,1.0,3.0,4.0,5.0,4.0,3.0,1.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0
H1,I like to read,3.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,1.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0
H3,I read a lot,3.0,3.0,1.0,5.0,4.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,5.0,5.0,1.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0
H4,I don't like action movies,3.0,3.0,1.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,2.0,5.0,2.0,4.0,1.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
H5,I cry during movies,3.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,1.0,3.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0
H6,I love flowers,3.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,3.0,1.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0
H7,I do not enjoy watching dance performances,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0
H8,I do not like poetry,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0
H9,I dislike works of fiction,3.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
H10,I rarely notice my emotional reactions,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,1.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0
I1,I find it hard to forgive others,3.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0
I2,I suspect hidden motives in others,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,1.0,3.0,1.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0
I5,I believe that people seldom tell you the whole truth,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,2.0,1.0,3.0,1.0,2.0,4.0
I6,I believe that people are essentially evil,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
I7,I trust what people say,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0
I8,I trust others,2.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,3.0,5.0
I9,I believe that others have good intentions,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0
I10,I believe that people are basically moral,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0
J1,I do things that others find strange,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0
J2,I like to get lost in thought,2.0,3.0,3.0,5.0,2.0,2.0,3.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0
J3,I enjoy wild flights of fantasy,3.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,1.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,4.0,5.0
J6,I take deviant positions,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0
J7,I do unexpected things,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,5.0,1.0,4.0,1.0,2.0,4.0,3.0,5.0
J8,I do things by the book,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,3.0,2.0
J9,I seldom daydream,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,5.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0
J10,I seldom get lost in thought,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0
K1,I reveal little about myself,3.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,5.0,2.0,5.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0
K2,I am hard to get to know,3.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0
K3,I don't talk a lot,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,5.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0
K5,I keep my thoughts to myself,3.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0
K6,I am open about myself to others,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,1.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0
K7,I am open about my feelings,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,1.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0
K9,I show my feelings,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
K10,I am willing to talk about myself,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0
L1,I am afraid that i will do the wrong thing,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0,4.0,2.0,1.0,3.0,4.0,5.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0
L2,I feel threatened easily,3.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,5.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0
L3,I am easily hurt,3.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,1.0,5.0,5.0,1.0,2.0,5.0,3.0,2.0,4.0,5.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0
L4,I worry about things,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,1.0
L5,I spend time thinking about past mistakes,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0
L6,I feel guilty when i say 'no',3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0
L7,I feel crushed by setbacks,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0
L8,I don't worry about things that have already happened,3.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,2.0,1.0,5.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,2.0,2.0,3.0,5.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0
L9,I am not easily bothered by things,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0
