,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
223,5.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0
224,4.0,4.0,1.0,5.0,5.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0
225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0
226,5.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,2.0
227,3.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0
228,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0
229,4.0,3.0,1.0,5.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0
230,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0
231,3.0,1.0,5.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,2.0
232,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0
233,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,2.0,3.0
234,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0
235,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0
236,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0
237,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0
238,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
239,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,5.0
240,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0
241,5.0,4.0,5.0,3.0,3.0,5.0,4.0,2.0,2.0,5.0,3.0,5.0,2.0,2.0,4.0
242,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0
243,5.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0
244,3.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,2.0
245,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,5.0,4.0,2.0,5.0,5.0,4.0
246,5.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,4.0
247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
248,5.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0
249,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0
250,3.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,3.0,5.0,1.0,4.0,4.0
251,5.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,2.0
252,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0
253,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
254,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,5.0,4.0,1.0,3.0
255,4.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0
256,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,5.0,4.0,4.0
257,4.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0
258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0
259,5.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,3.0,5.0,1.0,2.0,3.0
260,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0
261,5.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,3.0
262,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0
263,5.0,3.0,5.0,1.0,4.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,5.0,3.0,4.0
264,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0
265,2.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0
266,4.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0
267,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,5.0,1.0,5.0,4.0,1.0,1.0
268,3.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0
269,3.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,3.0,4.0,1.0
270,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0
271,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0
272,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,4.0,4.0
273,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0
274,5.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0
275,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0
276,4.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,5.0
277,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
278,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,4.0,4.0
279,5.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0
280,4.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,2.0,2.0
281,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
282,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0
283,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0
284,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0
285,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0
286,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0
287,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0
288,5.0,2.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0
289,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,2.0,2.0,5.0
290,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0
291,5.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0
292,5.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0
293,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,5.0,1.0,2.0,2.0
294,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0
295,5.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,5.0,1.0,2.0,4.0
296,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0
297,1.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0
298,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0
299,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,5.0
300,5.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0
301,3.0,4.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0
302,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,5.0
303,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0
304,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,2.0
305,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,1.0
306,3.0,4.0,2.0,1.0,1.0,4.0,5.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,5.0
307,5.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,1.0,5.0,3.0,3.0,3.0
308,4.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0
309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
310,4.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0
311,5.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0
312,2.0,1.0,5.0,4.0,4.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,1.0,4.0
313,4.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0
314,4.0,5.0,1.0,2.0,2.0,5.0,5.0,1.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0
315,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,3.0,2.0
316,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0
317,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0
318,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,2.0
319,4.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0
320,4.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,5.0
321,3.0,5.0,4.0,2.0,2.0,4.0,5.0,1.0,1.0,4.0,2.0,4.0,3.0,5.0,5.0
322,3.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0
323,5.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,2.0,5.0,1.0,4.0,4.0
324,5.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0
325,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,5.0,4.0,4.0,1.0
326,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0
327,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0
328,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
329,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,5.0,2.0,3.0,1.0
330,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0,3.0,5.0,4.0,2.0,3.0
331,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,4.0
332,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,2.0,2.0
333,4.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0
334,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0
335,2.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0
336,5.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0
337,5.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,5.0,2.0,5.0,4.0,2.0,2.0
338,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0
339,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0
340,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,4.0,1.0
341,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0
342,3.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0
343,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
344,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0
345,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0
346,2.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0
347,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0
348,5.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,5.0,5.0,5.0,1.0,2.0,5.0
349,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0
350,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0
351,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
352,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0
353,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,5.0
354,5.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0
355,5.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0
356,1.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0
357,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0
358,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0
359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
360,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,5.0,2.0,4.0,1.0
361,5.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0
362,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0
363,4.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0
364,4.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0
365,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,5.0,1.0,4.0,2.0
366,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0
367,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0
368,2.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,5.0,4.0,5.0,2.0,2.0,4.0
369,3.0,2.0,1.0,5.0,5.0,2.0,5.0,1.0,3.0,5.0,5.0,4.0,1.0,2.0,5.0
370,4.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0
371,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,5.0,3.0,5.0,1.0,3.0,2.0
372,4.0,2.0,3.0,5.0,5.0,2.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,2.0,1.0
373,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,5.0,4.0,2.0
374,5.0,4.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0
375,3.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0
376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
377,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0
378,5.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0
379,4.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0,3.0,5.0,2.0,4.0,3.0
380,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,5.0,4.0,4.0,2.0
381,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
382,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,1.0,5.0,2.0,2.0,3.0
383,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0
384,3.0,3.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0
385,4.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0
386,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
387,5.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,2.0
388,4.0,3.0,1.0,1.0,5.0,3.0,1.0,4.0,4.0,5.0,1.0,5.0,3.0,3.0,5.0
389,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0
390,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0
391,4.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,1.0,5.0,4.0,3.0,1.0
392,5.0,4.0,4.0,1.0,2.0,4.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,4.0,3.0
393,3.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,5.0,1.0,5.0,4.0,4.0,1.0
394,4.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0
395,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,1.0,4.0,4.0
396,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0
397,3.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0
398,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0
399,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0
400,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0
401,5.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0
402,5.0,1.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,5.0,4.0,5.0,5.0,1.0,4.0
403,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0
404,4.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0
405,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0
406,5.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0
407,3.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0
408,2.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,4.0
409,3.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
410,4.0,5.0,5.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0
411,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0
412,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0
413,5.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0
414,5.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,5.0
415,4.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0
416,4.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0
417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
418,5.0,5.0,5.0,1.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,1.0
419,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
420,3.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,5.0,3.0,5.0,2.0,4.0,5.0
421,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,5.0,5.0
422,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0
423,4.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0
424,4.0,3.0,5.0,1.0,1.0,4.0,1.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,1.0
425,5.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0
426,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0
427,4.0,5.0,5.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,5.0,1.0
428,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0
429,4.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0
430,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0
431,2.0,1.0,1.0,5.0,5.0,2.0,5.0,1.0,2.0,4.0,5.0,4.0,1.0,1.0,5.0
432,4.0,5.0,5.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,1.0
433,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0
434,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,5.0,3.0,5.0,2.0,3.0,3.0
435,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0
436,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
437,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
438,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0
439,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0
440,5.0,5.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0
441,4.0,2.0,2.0,5.0,5.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0
442,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0
443,5.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,5.0,3.0,3.0,2.0
444,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0
445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
446,4.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0
