question-id,full_item,Field 2,Field 3,Field 4,Field 5,Field 6,Field 7,Field 8,Field 9,Field 10,Field 11,Field 12,Field 13,Field 14,Field 15,Field 16,Field 17,Field 18,Field 19,Field 20,Field 21,Field 22,Field 23,Field 24,Field 25,Field 26,Field 27,Field 28,Field 29,Field 30,Field 31,Field 32,Field 33,Field 34,Field 35,Field 36,Field 37,Field 38,Field 39,Field 40,Field 41,Field 42,Field 43,Field 44,Field 45,Field 46,Field 47,Field 48,Field 49,Field 50,Field 51,Field 52,Field 53,Field 54,Field 55,Field 56,Field 57,Field 58,Field 59,Field 60,Field 61
q62,I make demands on others.,1.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0
q63,I am the life of the party.,3.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0
q64,I have difficulty understanding abstract ideas.,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
q65,I finish what i start.,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,5.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,1.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0
q66,I respect others.,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
q67,I rarely get irritated.,1.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,5.0,2.0,4.0,2.0,5.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,1.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0
q68,I make a mess of things.,1.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
q69,I find it difficult to approach others.,2.0,3.0,2.0,4.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,2.0,3.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0
q70,I have frequent mood swings.,5.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,5.0,1.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,4.0,1.0,5.0,4.0,1.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0
q71,I have a rich vocabulary.,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0
q72,I am out for my own personal gain.,5.0,3.0,2.0,4.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0
q73,I am skilled in handling social situations.,3.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0
q74,I do not like art.,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
q75,I get chores done right away.,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0
q76,I sympathise with others feelings.,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
q77,I seldom get mad.,3.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0
q78,I dont see things through.,3.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,5.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0
q79,I retreat from others.,3.0,1.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,1.0,2.0,4.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0
q80,I am often down in the dumps.,5.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
q81,I get excited by new ideas.,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0
q82,I have a sharp tongue.,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,5.0,1.0,3.0,5.0,3.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,1.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0
q83,I feel comfortable around people.,1.0,5.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0
q84,I believe that too much tax money goes to support artists.,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0
q85,I pay attention to details.,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0
q86,I have a good word for everyone.,5.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
q87,I remain calm under pressure.,1.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
q88,I find it difficult to get down to work.,1.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,2.0,1.0,4.0,2.0,3.0,1.0,5.0,3.0,2.0,4.0,4.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
q89,I would describe my experiences as somewhat dull.,1.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
q90,I am filled with doubts about things.,3.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,2.0,4.0,5.0,2.0,3.0,5.0,1.0,3.0,4.0,5.0,1.0,2.0,4.0,1.0,3.0,5.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0
q91,I believe in the importance of art.,1.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0
q93,I start conversations.,4.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,5.0,2.0,1.0,3.0,2.0,4.0,1.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,2.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0
q94,I rarely look for a deeper meaning in things.,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
q95,I carry out my plans.,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,1.0,1.0,5.0,3.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0
q96,I treat all people equally.,3.0,3.0,5.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0
q97,I am very pleased with myself.,5.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0
q98,I do just enough work to get by.,5.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0
q99,I am hard to get to know.,5.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0
q100,I feel threatened easily.,5.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,1.0,3.0,5.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0
