,Dataset,Model,Correlation,p-value,L1 Loss
2292,BIG5,Best Model,0.564533,0.0,1.02
2293,BIG5,Best Model,0.391403,5.7e-05,0.59
2294,BIG5,Best Model,0.713843,0.0,0.89
2295,BIG5,Best Model,0.422027,1.2e-05,1.08
2296,BIG5,Best Model,0.354695,0.000294,1.09
2297,BIG5,Best Model,0.620759,0.0,0.93
2298,BIG5,Best Model,0.473223,1e-06,1.13
2299,BIG5,Best Model,0.381614,8.9e-05,0.75
2300,BIG5,Best Model,0.249258,0.01239,1.04
2301,BIG5,Best Model,0.516688,0.0,1.05
2302,BIG5,Best Model,0.525102,0.0,0.88
2303,BIG5,Best Model,0.466128,1e-06,0.75
2304,BIG5,Best Model,0.634632,0.0,0.85
2305,BIG5,Best Model,0.29723,0.002672,1.04
2306,BIG5,Best Model,0.488694,0.0,0.87
2307,BIG5,Best Model,0.488485,0.0,0.94
2308,BIG5,Best Model,0.701253,0.0,0.83
2309,BIG5,Best Model,0.307439,0.001862,1.01
2310,BIG5,Best Model,0.737424,0.0,0.82
2311,BIG5,Best Model,0.266359,0.007391,0.85
2312,BIG5,Best Model,0.332772,0.000717,1.01
2313,BIG5,Best Model,0.093266,0.356036,1.18
2314,BIG5,Best Model,0.363016,0.000206,1.01
2315,BIG5,Best Model,0.524394,0.0,0.97
2316,BIG5,Best Model,0.325759,0.000942,1.08
2317,BIG5,Best Model,0.200921,0.045023,0.84
2318,BIG5,Best Model,0.424907,1.1e-05,0.93
2319,BIG5,Best Model,0.472641,1e-06,0.99
2320,BIG5,Best Model,0.5467,0.0,0.99
2321,BIG5,Best Model,0.578426,0.0,0.69
2322,BIG5,Best Model,0.394614,4.9e-05,0.78
2323,BIG5,Best Model,0.667369,0.0,0.74
2324,BIG5,Best Model,0.659537,0.0,0.74
2325,BIG5,Best Model,0.471303,1e-06,0.75
2326,BIG5,Best Model,0.436779,6e-06,1.01
2327,BIG5,Best Model,0.512193,0.0,0.65
2328,BIG5,Best Model,0.605273,0.0,1.05
2329,BIG5,Best Model,0.415463,1.7e-05,0.78
2330,BIG5,Best Model,0.357624,0.000259,1.03
2331,BIG5,Best Model,0.527343,0.0,1.04
2332,BIG5,Best Model,0.56204,0.0,1.0
2333,BIG5,Best Model,0.586347,0.0,1.08
2334,BIG5,Best Model,0.522891,0.0,0.86
2335,BIG5,Best Model,0.307348,0.001868,1.03
2336,BIG5,Best Model,0.534686,0.0,0.93
2337,BIG5,Best Model,0.411351,2.1e-05,0.79
2338,BIG5,Best Model,0.486166,0.0,0.94
2339,BIG5,Best Model,0.673483,0.0,0.82
2340,BIG5,Best Model,0.46347,1e-06,0.71
2341,BIG5,Best Model,0.695748,0.0,0.76
2342,BIG5,Best Model,0.19315,0.054181,1.48
2343,BIG5,Best Model,0.531602,0.0,0.85
2344,BIG5,Best Model,0.583511,0.0,0.78
2345,BIG5,Best Model,0.683486,0.0,0.84
2346,BIG5,Best Model,0.695905,0.0,0.93
2347,BIG5,Best Model,0.327013,0.000898,1.09
2348,BIG5,Best Model,0.297939,0.002607,1.01
2349,BIG5,Best Model,0.605908,0.0,0.79
2350,BIG5,Best Model,0.212978,0.03338,1.03
2351,BIG5,Best Model,0.559203,0.0,0.87
2352,BIG5,Best Model,0.586303,0.0,0.92
2353,BIG5,Best Model,0.286452,0.003861,0.99
2354,BIG5,Best Model,0.634544,0.0,0.82
2355,BIG5,Best Model,0.659553,0.0,0.84
2356,BIG5,Best Model,0.39869,4e-05,1.13
2357,BIG5,Best Model,0.286894,0.003804,0.93
2358,BIG5,Best Model,0.584466,0.0,0.83
2359,BIG5,Best Model,0.574137,0.0,0.95
2360,BIG5,Best Model,0.248939,0.012506,1.2
2361,BIG5,Best Model,0.31582,0.00137,0.98
2362,BIG5,Best Model,0.410505,2.2e-05,1.01
2363,BIG5,Best Model,0.666182,0.0,0.89
2364,BIG5,Best Model,0.356371,0.000274,0.94
2365,BIG5,Best Model,0.107919,0.285182,1.34
2366,BIG5,Best Model,0.515498,0.0,0.98
2367,BIG5,Best Model,0.324772,0.000978,0.77
2368,BIG5,Best Model,0.612775,0.0,1.02
2369,BIG5,Best Model,0.462908,1e-06,0.9
2370,BIG5,Best Model,0.497969,0.0,0.96
2371,BIG5,Best Model,0.470755,1e-06,0.96
2372,BIG5,Best Model,0.527629,0.0,0.87
2373,BIG5,Best Model,0.610166,0.0,0.82
2374,BIG5,Best Model,0.636304,0.0,0.9
2375,BIG5,Best Model,0.436761,6e-06,1.14
2376,BIG5,Best Model,0.359387,0.00024,0.81
2377,BIG5,Best Model,0.573756,0.0,0.79
2378,BIG5,Best Model,0.254964,0.010466,1.01
2379,BIG5,Best Model,0.559275,0.0,0.9
2380,BIG5,Best Model,0.392334,5.4e-05,0.57
2381,BIG5,Best Model,0.219372,0.028313,0.91
2382,BIG5,Best Model,0.446617,3e-06,0.77
2383,BIG5,Best Model,0.605545,0.0,0.76
2384,BIG5,Best Model,0.411757,2.1e-05,1.13
2385,BIG5,Best Model,0.470605,1e-06,1.13
2386,BIG5,Best Model,0.481714,0.0,0.68
2387,BIG5,Best Model,0.545628,0.0,0.64
2388,BIG5,Best Model,0.713936,0.0,0.64
2389,BIG5,Best Model,0.548036,0.0,0.99
2390,BIG5,Best Model,0.633884,0.0,1.01
2391,BIG5,Best Model,0.609301,0.0,0.6
2392,BIG5,Best Model,0.41764,1.5e-05,1.07
2393,BIG5,Best Model,0.439165,5e-06,0.5
2394,BIG5,Best Model,0.376275,0.000114,0.64
2395,BIG5,Best Model,0.512065,0.0,0.77
2396,BIG5,Best Model,0.321642,0.001102,0.73
2397,BIG5,Best Model,0.401538,3.5e-05,0.87
2398,BIG5,Best Model,0.439179,5e-06,0.8
2399,BIG5,Best Model,0.712476,0.0,0.51
2400,BIG5,Best Model,0.397484,4.2e-05,1.15
2401,BIG5,Best Model,0.340487,0.000528,0.98
2402,BIG5,Best Model,0.329729,0.000808,0.88
2403,BIG5,Best Model,-0.005903,0.953517,1.07
2404,BIG5,Best Model,0.491734,0.0,0.98
2405,BIG5,Best Model,0.286133,0.003902,0.82
2406,BIG5,Best Model,0.471507,1e-06,0.98
2407,BIG5,Best Model,0.598575,0.0,0.81
2408,BIG5,Best Model,0.546987,0.0,0.79
2409,BIG5,Best Model,0.454534,2e-06,0.92
2410,BIG5,Best Model,0.602333,0.0,0.82
2411,BIG5,Best Model,0.500862,0.0,0.85
2412,BIG5,Best Model,0.272067,0.006175,0.98
2413,BIG5,Best Model,0.445618,3e-06,1.29
2414,BIG5,Best Model,0.502582,0.0,0.77
2415,BIG5,Best Model,0.463391,1e-06,1.09
2416,BIG5,Best Model,0.573661,0.0,0.9
2417,BIG5,Best Model,0.087662,0.385794,1.33
2418,BIG5,Best Model,0.533952,0.0,0.76
2419,BIG5,Best Model,0.253967,0.010782,0.72
2420,BIG5,Best Model,0.648266,0.0,0.84
2421,BIG5,Best Model,0.627625,0.0,0.64
2422,BIG5,Best Model,0.592902,0.0,1.06
2423,BIG5,Best Model,0.131706,0.191484,0.74
2424,BIG5,Best Model,0.492212,0.0,0.91
2425,BIG5,Best Model,0.466896,1e-06,0.68
2426,BIG5,Best Model,0.418614,1.5e-05,1.07
2427,BIG5,Best Model,0.637008,0.0,0.93
2428,BIG5,Best Model,0.503332,0.0,1.03
2429,BIG5,Best Model,0.463058,1e-06,0.65
2430,BIG5,Best Model,0.480461,0.0,0.98
2431,BIG5,Best Model,0.500633,0.0,0.9
2432,BIG5,Best Model,0.429875,8e-06,0.94
2433,BIG5,Best Model,0.489274,0.0,0.63
2434,BIG5,Best Model,0.359632,0.000238,0.97
2435,BIG5,Best Model,0.247213,0.013151,0.88
2436,BIG5,Best Model,0.42311,1.2e-05,1.11
2437,BIG5,Best Model,0.025962,0.797642,1.02
2438,BIG5,Best Model,0.674458,0.0,0.84
2439,BIG5,Best Model,0.366259,0.000179,0.82
2440,BIG5,Best Model,0.543015,0.0,0.9
2441,BIG5,Best Model,0.475521,1e-06,1.03
2442,BIG5,Best Model,0.480103,0.0,0.99
2443,BIG5,Best Model,0.441211,4e-06,0.74
2444,BIG5,Best Model,0.638908,0.0,0.68
2445,BIG5,Best Model,0.082568,0.414102,1.15
2446,BIG5,Best Model,0.189253,0.05932,0.86
2447,BIG5,Best Model,0.479254,0.0,0.94
2448,BIG5,Best Model,0.453679,2e-06,0.92
2449,BIG5,Best Model,0.331026,0.000768,1.12
2450,BIG5,Best Model,0.307576,0.001852,0.99
2451,BIG5,Best Model,0.422747,1.2e-05,0.92
2452,BIG5,Best Model,0.596103,0.0,0.89
2453,BIG5,Best Model,0.287338,0.003748,1.07
2454,BIG5,Best Model,0.470478,1e-06,1.07
2455,BIG5,Best Model,0.46964,1e-06,1.15
2456,BIG5,Best Model,0.428959,8e-06,1.08
2457,BIG5,Best Model,0.790784,0.0,0.76
2458,BIG5,Best Model,0.556905,0.0,1.0
2459,BIG5,Best Model,0.38403,8e-05,1.05
2460,BIG5,Best Model,0.328381,0.000851,0.92
2461,BIG5,Best Model,0.297821,0.002618,0.82
2462,BIG5,Best Model,0.312168,0.001568,0.78
2463,BIG5,Best Model,0.403212,3.2e-05,0.89
2464,BIG5,Best Model,0.630771,0.0,0.95
2465,BIG5,Best Model,0.464826,1e-06,0.82
2466,BIG5,Best Model,0.278681,0.004991,1.02
2467,BIG5,Best Model,0.325171,0.000963,0.91
2468,BIG5,Best Model,0.562779,0.0,0.85
2469,BIG5,Best Model,-0.007306,0.942488,1.3
2470,BIG5,Best Model,0.40852,2.4e-05,0.73
2471,BIG5,Best Model,0.329253,0.000823,0.83
2472,BIG5,Best Model,0.642601,0.0,0.89
2473,BIG5,Best Model,0.397217,4.3e-05,0.9
2474,BIG5,Best Model,0.516286,0.0,0.63
2475,BIG5,Best Model,0.393688,5.1e-05,1.11
2476,BIG5,Best Model,0.515778,0.0,0.83
2477,BIG5,Best Model,0.214446,0.032154,1.13
2478,BIG5,Best Model,0.681622,0.0,0.53
2479,BIG5,Best Model,0.48046,0.0,0.96
2480,BIG5,Best Model,0.570271,0.0,0.88
2481,BIG5,Best Model,0.426438,1e-05,0.89
2482,BIG5,Best Model,0.37018,0.00015,1.06
2483,BIG5,Best Model,0.489873,0.0,0.91
2484,BIG5,Best Model,0.038493,0.70377,1.23
2485,BIG5,Best Model,0.52504,0.0,0.76
2486,BIG5,Best Model,0.746243,0.0,0.78
2487,BIG5,Best Model,0.27941,0.004874,1.04
2488,BIG5,Best Model,0.342419,0.000488,1.07
2489,BIG5,Best Model,0.553291,0.0,0.92
2490,BIG5,Best Model,0.472371,1e-06,1.05
2491,BIG5,Best Model,0.114857,0.255163,1.05
2492,BIG5,Best Model,0.409157,2.4e-05,0.92
2493,BIG5,Best Model,0.432545,7e-06,0.89
2494,BIG5,Best Model,0.402592,3.3e-05,0.99
2495,BIG5,Best Model,0.30322,0.002165,0.86
2496,BIG5,Best Model,0.556718,0.0,1.05
2497,BIG5,Best Model,0.629461,0.0,0.81
2498,BIG5,Best Model,0.237969,0.01712,1.18
2499,BIG5,Best Model,0.370542,0.000148,0.89
2500,BIG5,Best Model,0.499764,0.0,0.61
2501,BIG5,Best Model,0.39002,6e-05,0.96
2502,BIG5,Best Model,0.514214,0.0,0.92
2503,BIG5,Best Model,0.307823,0.001836,0.95
2504,BIG5,Best Model,0.269763,0.006643,1.01
2505,BIG5,Best Model,0.248144,0.012799,1.03
2506,BIG5,Best Model,0.539516,0.0,0.96
2507,BIG5,Best Model,0.659377,0.0,0.72
2508,BIG5,Best Model,0.504448,0.0,0.6
2509,BIG5,Best Model,0.449482,3e-06,0.83
2510,BIG5,Best Model,0.58767,0.0,0.81
2511,BIG5,Best Model,0.671938,0.0,0.68
2512,BIG5,Best Model,0.16206,0.107203,1.01
2513,BIG5,Best Model,0.51059,0.0,0.92
2514,BIG5,Best Model,0.326694,0.000909,0.97
2515,BIG5,Best Model,0.221011,0.027124,1.4
2516,BIG5,Best Model,0.673192,0.0,0.88
2517,BIG5,Best Model,0.45285,2e-06,0.97
2518,BIG5,Best Model,0.485476,0.0,0.87
2519,BIG5,Best Model,0.318465,0.001242,0.82
2520,BIG5,Best Model,0.678658,0.0,0.75
2521,BIG5,Best Model,0.6998,0.0,0.9
2522,BIG5,Best Model,0.554511,0.0,0.94
2523,BIG5,Best Model,0.374193,0.000125,0.78
2524,BIG5,Best Model,0.414738,1.8e-05,0.92
2525,BIG5,Best Model,0.49553,0.0,0.88
2526,BIG5,Best Model,0.549409,0.0,0.8
2527,BIG5,Best Model,0.633272,0.0,0.66
2528,BIG5,Best Model,0.44999,3e-06,1.07
2529,BIG5,Best Model,0.187578,0.061648,1.05
2530,BIG5,Best Model,0.284083,0.004178,0.91
2531,BIG5,Best Model,0.001113,0.991233,1.08
2532,BIG5,Best Model,0.464106,1e-06,1.01
2533,BIG5,Best Model,0.594773,0.0,1.13
2534,BIG5,Best Model,0.760539,0.0,0.79
2535,BIG5,Best Model,0.616612,0.0,0.88
2536,BIG5,Best Model,0.648958,0.0,0.67
2537,BIG5,Best Model,0.673013,0.0,0.96
2538,BIG5,Best Model,0.330976,0.00077,1.02
2539,BIG5,Best Model,0.588902,0.0,0.86
2540,BIG5,Best Model,0.583255,0.0,1.12
2541,BIG5,Best Model,0.549117,0.0,0.82
2542,BIG5,Best Model,0.275388,0.005553,0.8
2543,BIG5,Best Model,0.429796,8e-06,1.01
2544,BIG5,Best Model,0.510468,0.0,0.77
2545,BIG5,Best Model,0.174965,0.081664,1.07
2546,BIG5,Best Model,0.50516,0.0,0.84
2547,BIG5,Best Model,0.441229,4e-06,0.96
2548,BIG5,Best Model,0.484993,0.0,1.0
2549,BIG5,Best Model,0.574631,0.0,0.99
2550,BIG5,Best Model,0.626172,0.0,0.57
2551,BIG5,Best Model,0.616446,0.0,0.84
2552,BIG5,Best Model,0.447929,3e-06,0.85
2553,BIG5,Best Model,0.593221,0.0,0.88
2554,BIG5,Best Model,0.448878,3e-06,0.75
2555,BIG5,Best Model,0.575923,0.0,1.11
2556,BIG5,Best Model,0.543082,0.0,0.8
2557,BIG5,Best Model,0.653794,0.0,0.79
2558,BIG5,Best Model,0.500966,0.0,0.68
2559,BIG5,Best Model,0.585979,0.0,0.96
2560,BIG5,Best Model,0.40241,3.3e-05,1.18
2561,BIG5,Best Model,0.337334,0.000599,1.02
2562,BIG5,Best Model,0.566464,0.0,0.96
2563,BIG5,Best Model,0.255857,0.01019,1.15
2564,BIG5,Best Model,0.612617,0.0,0.66
2565,BIG5,Best Model,0.568665,0.0,0.95
2566,BIG5,Best Model,0.373366,0.00013,0.83
2567,BIG5,Best Model,0.503479,0.0,0.92
2568,BIG5,Best Model,0.496142,0.0,0.69
2569,BIG5,Best Model,0.566785,0.0,0.97
2570,BIG5,Best Model,0.368312,0.000163,0.93
2571,BIG5,Best Model,0.227825,0.022627,1.15
2572,BIG5,Best Model,0.586586,0.0,0.64
2573,BIG5,Best Model,0.509853,0.0,0.78
2574,BIG5,Best Model,0.437706,5e-06,1.07
2575,BIG5,Best Model,0.549347,0.0,0.75
2576,BIG5,Best Model,0.430765,8e-06,0.64
2577,BIG5,Best Model,0.338482,0.000572,0.95
2578,BIG5,Best Model,0.319561,0.001192,1.24
2579,BIG5,Best Model,0.33012,0.000796,1.12
2580,BIG5,Best Model,0.537644,0.0,0.98
2581,BIG5,Best Model,0.379866,9.7e-05,0.99
2582,BIG5,Best Model,0.462515,1e-06,0.76
2583,BIG5,Best Model,0.3984,4e-05,0.94
2584,BIG5,Best Model,0.391607,5.6e-05,0.98
2585,BIG5,Best Model,0.532763,0.0,0.91
2586,BIG5,Best Model,0.291094,0.003301,1.15
2587,BIG5,Best Model,0.556793,0.0,1.03
2588,BIG5,Best Model,0.587262,0.0,0.72
2589,BIG5,Best Model,0.557423,0.0,0.92
2590,BIG5,Best Model,0.453403,2e-06,0.79
2591,BIG5,Best Model,0.582409,0.0,0.97
2592,BIG5,Best Model,0.590067,0.0,0.95
2593,BIG5,Best Model,0.415778,1.7e-05,0.78
2594,BIG5,Best Model,0.540906,0.0,0.89
2595,BIG5,Best Model,0.529812,0.0,1.07
2596,BIG5,Best Model,0.353401,0.00031,0.84
2597,BIG5,Best Model,0.294816,0.002905,1.08
2598,BIG5,Best Model,0.458642,2e-06,1.01
2599,BIG5,Best Model,0.529971,0.0,1.11
2600,BIG5,Best Model,0.706573,0.0,0.68
2601,BIG5,Best Model,0.551446,0.0,0.99
2602,BIG5,Best Model,0.654639,0.0,0.89
2603,BIG5,Best Model,0.558736,0.0,1.11
2604,BIG5,Best Model,0.710691,0.0,0.87
2605,BIG5,Best Model,0.293701,0.003019,0.89
2606,BIG5,Best Model,0.509534,0.0,1.02
2607,BIG5,Best Model,0.223529,0.025381,1.02
2608,BIG5,Best Model,0.447325,3e-06,0.88
2609,BIG5,Best Model,0.578524,0.0,0.68
2610,BIG5,Best Model,0.095572,0.344214,0.8
2611,BIG5,Best Model,0.239154,0.016559,0.91
2612,BIG5,Best Model,0.179799,0.073453,0.85
2613,BIG5,Best Model,0.506767,0.0,1.08
2614,BIG5,Best Model,0.463291,1e-06,0.75
2615,BIG5,Best Model,0.575673,0.0,0.88
2616,BIG5,Best Model,0.556203,0.0,0.94
2617,BIG5,Best Model,0.247468,0.013054,1.03
2618,BIG5,Best Model,0.393174,5.2e-05,0.73
2619,BIG5,Best Model,0.607877,0.0,0.74
2620,BIG5,Best Model,0.5513,0.0,0.95
2621,BIG5,Best Model,0.42686,9e-06,0.7
2622,BIG5,Best Model,0.520728,0.0,0.65
2623,BIG5,Best Model,0.546023,0.0,0.89
2624,BIG5,Best Model,0.47935,0.0,0.89
2625,BIG5,Best Model,0.475319,1e-06,0.78
2626,BIG5,Best Model,0.484793,0.0,0.76
2627,BIG5,Best Model,0.535547,0.0,0.73
2628,BIG5,Best Model,0.491094,0.0,1.06
2629,BIG5,Best Model,0.442037,4e-06,1.07
2630,BIG5,Best Model,0.768333,0.0,0.73
2631,BIG5,Best Model,0.393281,5.2e-05,1.08
2632,BIG5,Best Model,0.388299,6.6e-05,0.57
2633,BIG5,Best Model,0.578706,0.0,0.51
2634,BIG5,Best Model,0.39109,5.7e-05,1.17
2635,BIG5,Best Model,0.634698,0.0,0.84
2636,BIG5,Best Model,0.341489,0.000507,0.65
2637,BIG5,Best Model,0.460016,1e-06,0.9
2638,BIG5,Best Model,0.419435,1.4e-05,1.03
2639,BIG5,Best Model,0.298835,0.002527,1.21
2640,BIG5,Best Model,0.317232,0.0013,1.19
2641,BIG5,Best Model,0.451676,2e-06,1.0
2642,BIG5,Best Model,0.625484,0.0,0.88
2643,BIG5,Best Model,0.391521,5.6e-05,0.89
2644,BIG5,Best Model,0.658967,0.0,0.89
2645,BIG5,Best Model,0.548167,0.0,1.08
2646,BIG5,Best Model,0.331146,0.000765,0.97
2647,BIG5,Best Model,0.445645,3e-06,0.98
2648,BIG5,Best Model,0.754269,0.0,0.84
2649,BIG5,Best Model,0.468245,1e-06,0.94
2650,BIG5,Best Model,0.265377,0.007621,0.87
2651,BIG5,Best Model,0.440032,5e-06,0.95
2652,BIG5,Best Model,0.445325,3e-06,1.1
2653,BIG5,Best Model,0.336677,0.000615,0.82
2654,BIG5,Best Model,0.568707,0.0,0.74
2655,BIG5,Best Model,0.337762,0.000589,0.94
2656,BIG5,Best Model,0.511877,0.0,0.95
2657,BIG5,Best Model,0.196572,0.049976,0.88
2658,BIG5,Best Model,0.272138,0.006162,0.82
2659,BIG5,Best Model,0.422375,1.2e-05,0.89
2660,BIG5,Best Model,0.481803,0.0,0.87
2661,BIG5,Best Model,-0.065406,0.517939,1.3
2662,BIG5,Best Model,0.581923,0.0,0.95
2663,BIG5,Best Model,0.399656,3.8e-05,0.82
2664,BIG5,Best Model,0.494158,0.0,0.85
2665,BIG5,Best Model,0.33831,0.000576,0.99
2666,BIG5,Best Model,0.512351,0.0,0.79
2667,BIG5,Best Model,0.33124,0.000762,1.27
2668,BIG5,Best Model,0.660077,0.0,0.95
2669,BIG5,Best Model,0.528332,0.0,0.76
2670,BIG5,Best Model,0.576599,0.0,0.55
2671,BIG5,Best Model,0.457848,2e-06,1.06
2672,BIG5,Best Model,0.6421,0.0,0.88
2673,BIG5,Best Model,0.60955,0.0,0.82
2674,BIG5,Best Model,0.479717,0.0,0.93
2675,BIG5,Best Model,0.278601,0.005004,0.96
2676,BIG5,Best Model,0.480848,0.0,0.86
2677,BIG5,Best Model,0.468341,1e-06,0.8
2678,BIG5,Best Model,0.380088,9.6e-05,1.03
2679,BIG5,Best Model,0.649531,0.0,0.76
2680,BIG5,Best Model,0.559388,0.0,0.67
2681,BIG5,Best Model,0.624444,0.0,0.96
2682,BIG5,Best Model,0.516801,0.0,0.83
2683,BIG5,Best Model,0.013388,0.894824,1.1
2684,BIG5,Best Model,0.62068,0.0,1.0
2685,BIG5,Best Model,0.284459,0.004126,0.94
2686,BIG5,Best Model,0.522739,0.0,0.91
2687,BIG5,Best Model,0.420001,1.4e-05,0.8
2688,BIG5,Best Model,0.428858,9e-06,0.93
2689,BIG5,Best Model,0.604808,0.0,0.74
2690,BIG5,Best Model,0.154131,0.125745,1.1
2691,BIG5,Best Model,0.535028,0.0,0.85
2692,BIG5,Best Model,0.567881,0.0,0.89
2693,BIG5,Best Model,0.236575,0.0178,0.98
2694,BIG5,Best Model,0.365567,0.000184,0.92
2695,BIG5,Best Model,0.346325,0.000416,0.98
2696,BIG5,Best Model,0.511209,0.0,0.97
2697,BIG5,Best Model,0.659903,0.0,0.81
2698,BIG5,Best Model,0.604413,0.0,0.66
2699,BIG5,Best Model,0.382017,8.8e-05,0.72
2700,BIG5,Best Model,0.396488,4.4e-05,0.77
2701,BIG5,Best Model,0.546397,0.0,0.84
2702,BIG5,Best Model,0.571104,0.0,0.95
2703,BIG5,Best Model,0.457181,2e-06,0.96
2704,BIG5,Best Model,0.665829,0.0,0.67
2705,BIG5,Best Model,0.603657,0.0,0.83
2706,BIG5,Best Model,0.651405,0.0,0.75
2707,BIG5,Best Model,0.606061,0.0,0.82
2708,BIG5,Best Model,0.227276,0.022964,0.71
2709,BIG5,Best Model,0.548345,0.0,1.08
2710,BIG5,Best Model,0.285066,0.004044,0.91
2711,BIG5,Best Model,0.24947,0.012313,1.45
2712,BIG5,Best Model,0.458453,2e-06,0.72
2713,BIG5,Best Model,0.669962,0.0,0.83
2714,BIG5,Best Model,0.627262,0.0,0.79
2715,BIG5,Best Model,0.371225,0.000143,0.94
2716,BIG5,Best Model,0.437724,5e-06,0.56
2717,BIG5,Best Model,0.353195,0.000313,0.93
2718,BIG5,Best Model,0.615506,0.0,0.86
2719,BIG5,Best Model,0.132748,0.187965,1.11
2720,BIG5,Best Model,0.385691,7.4e-05,0.97
2721,BIG5,Best Model,0.492348,0.0,0.74
2722,BIG5,Best Model,0.438179,5e-06,0.88
2723,BIG5,Best Model,0.247202,0.013155,1.04
2724,BIG5,Best Model,0.425659,1e-05,0.81
2725,BIG5,Best Model,0.476793,1e-06,0.9
2726,BIG5,Best Model,0.516975,0.0,0.96
2727,BIG5,Best Model,0.342355,0.000489,0.95
2728,BIG5,Best Model,0.6044,0.0,0.65
2729,BIG5,Best Model,0.418881,1.4e-05,0.84
2730,BIG5,Best Model,0.499821,0.0,1.14
2731,BIG5,Best Model,0.485468,0.0,1.01
2732,BIG5,Best Model,0.658733,0.0,0.6
2733,BIG5,Best Model,0.444351,4e-06,0.86
2734,BIG5,Best Model,0.442628,4e-06,0.77
2735,BIG5,Best Model,0.13006,0.197143,0.97
2736,BIG5,Best Model,0.554963,0.0,0.87
2737,BIG5,Best Model,0.417691,1.5e-05,0.8
2738,BIG5,Best Model,0.520492,0.0,0.73
2739,BIG5,Best Model,0.399199,3.9e-05,1.12
2740,BIG5,Best Model,0.453398,2e-06,0.74
2741,BIG5,Best Model,0.491609,0.0,0.84
2742,BIG5,Best Model,0.517016,0.0,0.87
2743,BIG5,Best Model,0.394373,4.9e-05,1.11
2744,BIG5,Best Model,0.264555,0.007817,1.3
2745,BIG5,Best Model,0.655675,0.0,1.01
2746,BIG5,Best Model,0.222407,0.026145,1.02
2747,BIG5,Best Model,0.618866,0.0,0.84
2748,BIG5,Best Model,0.657534,0.0,0.96
2749,BIG5,WORD2VEC,0.29361,0.003029,1.28
2750,BIG5,WORD2VEC,0.13229,0.189505,1.58
2751,BIG5,WORD2VEC,0.064932,0.520982,1.59
2752,BIG5,WORD2VEC,-0.034862,0.730587,1.29
2753,BIG5,WORD2VEC,0.141255,0.160966,0.93
2754,BIG5,WORD2VEC,-0.001755,0.986176,1.72
2755,BIG5,WORD2VEC,0.203057,0.042744,0.98
2756,BIG5,WORD2VEC,0.00079,0.993772,1.13
2757,BIG5,WORD2VEC,0.220319,0.027621,1.11
2758,BIG5,WORD2VEC,0.105841,0.294615,1.26
2759,BIG5,WORD2VEC,0.157781,0.116926,0.89
2760,BIG5,WORD2VEC,0.020779,0.837416,1.18
2761,BIG5,WORD2VEC,0.02747,0.786166,0.88
2762,BIG5,WORD2VEC,0.106971,0.289459,1.52
2763,BIG5,WORD2VEC,0.065615,0.516598,1.19
2764,BIG5,WORD2VEC,0.262366,0.008363,1.48
2765,BIG5,WORD2VEC,0.103932,0.303458,1.07
2766,BIG5,WORD2VEC,0.070166,0.487877,1.54
2767,BIG5,WORD2VEC,0.032281,0.749852,1.3
2768,BIG5,WORD2VEC,0.155983,0.121209,0.76
2769,BIG5,WORD2VEC,-0.239456,0.016419,1.83
2770,BIG5,WORD2VEC,0.068305,0.499516,1.1
2771,BIG5,WORD2VEC,-0.09875,0.328333,1.48
2772,BIG5,WORD2VEC,-0.113896,0.259186,1.55
2773,BIG5,WORD2VEC,0.150884,0.134012,1.44
2774,BIG5,WORD2VEC,-0.076512,0.449281,1.76
2775,BIG5,WORD2VEC,0.148118,0.141376,1.36
2776,BIG5,WORD2VEC,0.136779,0.174788,1.56
2777,BIG5,WORD2VEC,0.162845,0.10549,1.49
2778,BIG5,WORD2VEC,0.050577,0.617265,1.51
2779,BIG5,WORD2VEC,-0.178326,0.075881,1.73
2780,BIG5,WORD2VEC,0.240749,0.01583,0.92
2781,BIG5,WORD2VEC,0.180356,0.072553,1.1
2782,BIG5,WORD2VEC,-0.258934,0.009287,1.8
2783,BIG5,WORD2VEC,0.004831,0.961949,1.51
2784,BIG5,WORD2VEC,0.137582,0.172247,1.32
2785,BIG5,WORD2VEC,0.192664,0.0548,1.4
2786,BIG5,WORD2VEC,0.053422,0.597583,1.28
2787,BIG5,WORD2VEC,0.03834,0.704898,1.04
2788,BIG5,WORD2VEC,-0.078819,0.435691,1.96
2789,BIG5,WORD2VEC,0.058242,0.564893,0.76
2790,BIG5,WORD2VEC,0.246263,0.013518,1.15
2791,BIG5,WORD2VEC,0.362853,0.000207,1.05
2792,BIG5,WORD2VEC,-0.030813,0.760875,1.82
2793,BIG5,WORD2VEC,0.272388,0.006113,1.3
2794,BIG5,WORD2VEC,0.087797,0.385058,0.92
2795,BIG5,WORD2VEC,0.068412,0.498843,1.17
2796,BIG5,WORD2VEC,-0.050409,0.618437,1.07
2797,BIG5,WORD2VEC,0.022325,0.825507,1.67
2798,BIG5,WORD2VEC,0.056091,0.579374,1.31
2799,BIG5,WORD2VEC,-0.105527,0.29606,1.28
2800,BIG5,WORD2VEC,0.018114,0.858037,1.73
2801,BIG5,WORD2VEC,0.051744,0.609155,1.67
2802,BIG5,WORD2VEC,0.144074,0.15269,1.47
2803,BIG5,WORD2VEC,0.07731,0.444557,1.21
2804,BIG5,WORD2VEC,0.312714,0.001537,1.03
2805,BIG5,WORD2VEC,-0.024297,0.81037,1.25
2806,BIG5,WORD2VEC,0.271386,0.00631,0.97
