,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
206,4.0,5.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,4.0
208,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,4.0
209,2.0,3.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0
210,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
211,2.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,3.0,5.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0
212,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0
213,2.0,3.0,4.0,1.0,5.0,5.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,5.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0
217,3.0,4.0,2.0,5.0,3.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0
219,3.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,1.0,4.0
223,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,2.0,3.0,1.0,2.0,3.0,3.0
225,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0
226,2.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0
228,2.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0
230,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0
231,3.0,4.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0
232,2.0,4.0,5.0,5.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0
234,2.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0
235,3.0,5.0,2.0,5.0,3.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,5.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0
237,3.0,5.0,3.0,5.0,1.0,1.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,5.0,2.0,3.0,1.0,1.0,2.0,3.0
238,5.0,4.0,1.0,4.0,2.0,1.0,5.0,1.0,3.0,2.0,5.0,2.0,4.0,5.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0
240,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,3.0,2.0,5.0,3.0,1.0,3.0,4.0,4.0,5.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,3.0
241,4.0,4.0,4.0,5.0,4.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,3.0,1.0,5.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0
242,3.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0
244,3.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0
245,3.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,5.0,1.0,4.0,5.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0
246,4.0,5.0,2.0,5.0,5.0,4.0,5.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0
247,4.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0
250,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0
253,2.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,1.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,2.0,1.0,5.0
255,3.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0
256,3.0,3.0,2.0,3.0,4.0,1.0,5.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0
257,3.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,5.0,2.0,4.0,3.0,4.0,3.0,2.0,5.0,1.0,4.0,4.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,2.0
258,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0
265,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0
266,4.0,4.0,3.0,5.0,4.0,2.0,5.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0
268,4.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0
270,3.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0
271,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0
275,4.0,4.0,1.0,2.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0
281,3.0,3.0,1.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0
282,4.0,3.0,1.0,5.0,2.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0
284,4.0,2.0,4.0,1.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,5.0
287,3.0,5.0,5.0,5.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0
291,3.0,4.0,3.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0
293,2.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0
294,3.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0
295,2.0,3.0,5.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0
300,5.0,4.0,4.0,5.0,2.0,3.0,5.0,1.0,3.0,3.0,3.0,4.0,1.0,5.0,1.0,3.0,2.0,3.0,4.0,3.0,5.0,1.0,2.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0
301,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0
303,2.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0
305,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0
306,2.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0
308,4.0,3.0,2.0,3.0,4.0,4.0,5.0,1.0,3.0,2.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,1.0
311,4.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,5.0
312,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0
314,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,3.0
316,4.0,3.0,1.0,5.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,1.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0
322,3.0,4.0,5.0,4.0,2.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0
324,3.0,3.0,5.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,3.0,4.0
325,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,4.0,5.0
327,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0
328,2.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0
332,2.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0
333,3.0,4.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0
336,2.0,4.0,5.0,5.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0
338,2.0,3.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0
339,3.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0
340,3.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,1.0,2.0,4.0
341,3.0,4.0,5.0,5.0,5.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,5.0,3.0,2.0,1.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0
342,3.0,3.0,5.0,1.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0
343,3.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,5.0
345,3.0,5.0,4.0,3.0,5.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,2.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,1.0,5.0,1.0,3.0,2.0,3.0,1.0,3.0
346,4.0,4.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0
347,4.0,3.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,2.0,5.0,4.0
348,3.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0
351,4.0,5.0,5.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0
352,3.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0
355,3.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,2.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0
356,4.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0
357,2.0,2.0,2.0,3.0,4.0,5.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,5.0,2.0,4.0,3.0,5.0,1.0,4.0,2.0,3.0,4.0,4.0
359,2.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0
360,3.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0
361,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0
363,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0
364,2.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0
365,4.0,2.0,4.0,3.0,5.0,5.0,4.0,1.0,3.0,2.0,3.0,4.0,1.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0
366,2.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0
367,4.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0
371,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0
372,2.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
373,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0
374,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,1.0,2.0,3.0,4.0
380,3.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,1.0,2.0,3.0,4.0
382,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0
383,2.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,5.0
387,5.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0
389,3.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0
390,3.0,3.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,5.0,3.0,1.0,5.0,2.0,3.0,4.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0
392,3.0,4.0,2.0,3.0,4.0,2.0,5.0,5.0,2.0,1.0,3.0,2.0,5.0,5.0,1.0,2.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0
393,4.0,3.0,3.0,1.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,1.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0
394,2.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0
395,4.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
398,3.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,5.0,3.0,2.0,4.0,1.0,4.0,3.0
401,2.0,2.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,5.0,3.0
402,3.0,3.0,4.0,2.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0
403,2.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0
