,constructs
q3480,237.0
q3481,237.0
q3482,237.0
q3484,207.0
q3487,140.0
q3488,140.0
q3489,12.0
q3490,207.0
q3491,242.0
q3492,207.0
q3493,242.0
q3494,81.0
q3495,242.0
q3496,129.0
q3497,207.0
q3498,242.0
q3499,237.0
q3500,129.0
q3501,207.0
q3502,12.0
q3503,132.0
q3504,129.0
q3505,129.0
q3509,91.0
q3515,207.0
q3522,153.0
q3523,207.0
q3525,129.0
q3526,153.0
q3531,162.0
q3533,22.0
q3538,85.0
q3540,79.0
q3544,129.0
q3545,86.0
q3546,5.0
q3547,153.0
q3549,92.0
q3550,6.0
q3553,129.0
q3554,86.0
q3555,153.0
q3557,12.0
q3558,153.0
q3559,12.0
q3560,207.0
q3561,19.0
q3564,19.0
q3566,19.0
q3567,19.0
q3573,46.0
q3577,46.0
q3579,46.0
q3580,207.0
q3584,129.0
q3585,92.0
q3586,110.0
q3588,46.0
q3589,86.0
q3592,46.0
q3594,207.0
q3598,110.0
q3603,92.0
q3604,93.0
q3605,110.0
q3608,46.0
q3611,110.0
q3612,12.0
q3615,85.0
q3616,6.0
q3617,242.0
q3618,110.0
q3619,46.0
q3621,153.0
q3622,153.0
q3623,110.0
q3624,110.0
q3626,137.0
q3627,86.0
q3631,46.0
q3632,110.0
q3644,12.0
q3645,206.0
q3646,129.0
q3647,86.0
q3648,137.0
q3649,129.0
q3650,129.0
q3651,129.0
q3654,122.0
