,constructs
q3480,237.0
q3481,237.0
q3482,237.0
q3484,143.0
q3487,29.0
q3488,86.0
q3489,242.0
q3490,242.0
q3491,207.0
q3492,242.0
q3493,242.0
q3494,242.0
q3495,242.0
q3496,242.0
q3497,240.0
q3498,242.0
q3499,242.0
q3500,242.0
q3501,242.0
q3502,12.0
q3503,86.0
q3504,86.0
q3505,237.0
q3509,12.0
q3515,5.0
q3522,12.0
q3523,10.0
q3525,207.0
q3526,86.0
q3531,1.0
q3533,207.0
q3538,137.0
q3540,153.0
q3544,191.0
q3545,6.0
q3546,5.0
q3547,12.0
q3549,92.0
q3550,12.0
q3553,207.0
q3554,129.0
q3555,12.0
q3557,12.0
q3558,153.0
q3559,172.0
q3560,12.0
q3561,49.0
q3564,49.0
q3566,129.0
q3567,86.0
q3573,86.0
q3577,151.0
q3579,12.0
q3580,207.0
q3584,207.0
q3585,207.0
q3586,46.0
q3588,242.0
q3589,86.0
q3592,207.0
q3594,207.0
q3598,207.0
q3603,92.0
q3604,207.0
q3605,46.0
q3608,46.0
q3611,237.0
q3612,237.0
q3615,129.0
q3616,153.0
q3617,46.0
q3618,12.0
q3619,242.0
q3621,153.0
q3622,153.0
q3623,46.0
q3624,237.0
q3626,86.0
q3627,237.0
q3631,46.0
q3632,207.0
q3644,36.0
q3645,206.0
q3646,36.0
q3647,152.0
q3648,233.0
q3649,12.0
q3650,233.0
q3651,36.0
q3654,122.0
