,constructs
q3480,237.0
q3481,237.0
q3482,237.0
q3484,155.0
q3487,29.0
q3488,185.0
q3489,242.0
q3490,46.0
q3491,242.0
q3492,242.0
q3493,242.0
q3494,143.0
q3495,242.0
q3496,140.0
q3497,240.0
q3498,198.0
q3499,242.0
q3500,242.0
q3501,167.0
q3502,142.0
q3503,132.0
q3504,132.0
q3505,141.0
q3509,110.0
q3515,102.0
q3522,1.0
q3523,21.0
q3525,60.0
q3526,5.0
q3531,46.0
q3533,129.0
q3538,22.0
q3540,8.0
q3544,155.0
q3545,67.0
q3546,66.0
q3547,5.0
q3549,5.0
q3550,198.0
q3553,5.0
q3554,5.0
q3555,150.0
q3557,152.0
q3558,6.0
q3559,233.0
q3560,6.0
q3561,49.0
q3564,49.0
q3566,19.0
q3567,110.0
q3573,46.0
q3577,46.0
q3579,15.0
q3580,149.0
q3584,207.0
q3585,92.0
q3586,46.0
q3588,46.0
q3589,86.0
q3592,28.0
q3594,21.0
q3598,46.0
q3603,86.0
q3604,46.0
q3605,46.0
q3608,46.0
q3611,118.0
q3612,15.0
q3615,21.0
q3616,153.0
q3617,46.0
q3618,46.0
q3619,242.0
q3621,153.0
q3622,153.0
q3623,21.0
q3624,15.0
q3626,81.0
q3627,46.0
q3631,46.0
q3632,21.0
q3644,152.0
q3645,12.0
q3646,233.0
q3647,233.0
q3648,233.0
q3649,233.0
q3650,58.0
q3651,233.0
q3654,14.0
